c1_0	c1_1	c1_2	c2_0	c2_1	c2_2	protein_id
493972.78367132135	1054849.493647524	87862.28911921314	2025651.1963210185	78282.99362590011	654304.8552684138	P00537
237634.34636029843	261055.01903820306	215761.4161737337	215536.81032505166	240498.74653450263	212717.30675818972	P00538
277442.05918018427	299506.7592470491	239240.50202414728	229656.1990672093	248524.95785359887	229771.33502256032	P00539
470881.8405929284	477879.2135791048	463936.6890677948	505509.64217872353	424913.9510527173	495238.41830149206	P00540
112682.1923625302	117569.01073653932	122650.51760743151	341966.2491194154	322331.822159816	334537.9402525265	P00541
137870.40928158222	119707.3302940775	141874.29689716815	164685.42914420908	134238.7365722474	136119.37335123986	P00542
245010.0933709607	155423.5827495078	234177.63313790745	176721.52863473393	193573.40814149645	348212.5734805426	P00543
253326.8400185761	238436.28689454743	301746.1784115038	256456.6492638202	272925.36270496866	337060.32366479776	P00544
331588.22584522486	263343.68603813124	356339.5768093602	404377.8987851817	534035.3090823336	392378.80814132316	P00545
355180.10962944257	393846.7567983458	270779.37164913985	437276.10479643877	475114.94830977346	397754.34263058926	P00546
232045.7710801238	226902.25965913516	226695.4324358903	75742.62207344243	75819.2041924072	76137.71671011878	P00547
42070.17976586105	45063.85239791288	89617.68701847535	185968.02252478874	99984.34978297939	332336.5604304314	P00548
340199.7835872339	360074.6059418784	368670.50618096	1308257.8489404088	1490091.702783604	1369593.23772742	P00549
281670.51331888855	271856.9039388972	278771.44745479734	256169.1728296251	270970.480751015	260027.73663056042	P00550
350348.1617536701	261736.1284461711	314273.4554890502	234910.94560446794	216647.87387558442	230602.9025727126	P00551
300671.1064121655	294068.13938599033	283959.94511799654	295959.3231687837	316737.9649119137	306265.86000438407	P00552
294030.92851724935	204326.50391941826	275158.0226838386	369146.50450262177	446407.40552483744	467379.62512978486	P00553
295544.9569563655	314059.08373054053	295210.35869554384	182833.58135345086	226521.1947687992	205467.22589608326	P00554
272750.99266594835	278762.37595798704	251120.34430402753	113432.91259687793	105682.02270590533	109790.43348216818	P00555
270702.4548987505	281743.645358569	260433.9899984977	73681.28743940026	82762.69805528781	83398.45795852377	P00556
20437.108152713474	143266.8491087347	61976.73393968533	3598.447600174237	99452.3592677603	12990.652425760054	P00557
110316.37534337761	110081.45943744128	117405.14841509562	117737.92387468649	118275.13643560471	115966.24179353322	P00558
165394.13669419228	176308.42060146361	167614.6162241428	169891.38554850357	168906.6657822887	146370.80216214515	P00559
153706.40404264978	167730.08801485092	156740.55393653183	192189.26892113083	173020.45250359856	185266.34763720052	P00560
52220.76370201419	68975.27499525364	23512.101964163117	26591.21255990644	12403.360737672194	119722.90928258342	P00561
219004.93369869437	282274.69522871077	243962.61732089688	247047.61158456944	364126.51422368217	259515.55347778782	P00562
151623.62673946176	138631.4094279735	162442.117932181	208044.5932494188	251789.91717545112	272333.1928878016	P00563
212824.00261517017	162661.64269237404	184452.59548643656	271444.0261981099	337951.24550880207	207674.7962745701	P00564
164093.9425296821	309432.22558477987	182976.12718517534	252344.5440203028	315502.12207224284	217223.94842022686	P00565
631114.1779591462	697575.7659473915	515235.2155550519	420740.42279115407	537773.2862536835	335900.8283456418	P00566
449576.1102685375	481554.9377104843	465949.4799193546	521724.2343583573	490875.0297807327	538654.478963323	P00567
220746.18566329568	242524.80536499107	231392.5147900019	166852.54299623557	133542.72292348865	173404.42907925198	P00568
227982.8945009152	229443.12192958774	240536.75178194436	625128.496547645	677517.5297206212	679978.6091874924	P00569
183183.89305737911	166530.57139004633	155848.5608196481	463267.61301040684	439267.89543072396	419058.32486950525	P00570
144696.70123580506	128429.77802768939	131764.20704304345	141102.50828759995	128184.5952464817	135953.46384517982	P00571
265252.5887101074	254054.90360069336	267323.1770177757	270341.41541560076	255795.618490519	227968.76601060596	P00572
148975.48746405676	209786.95326452315	137328.9658279124	309712.4477531635	349836.1905716345	430356.70773239003	P00573
228085.14620589413	225496.29945270886	248848.58259856518	389685.7711491384	358209.65762005694	437804.8586778867	P00574
136109.73360983634	151641.7433634247	157547.79719214042	110705.40134399441	128075.67167708222	118087.64929478774	P00575
211976.7630419305	203518.93839241928	206074.9298583449	77560.58942722635	77569.19238639987	88074.24084131893	P00576
300969.54167215823	232654.4630938331	280460.136078337	296861.93736228097	392550.8369845285	498173.2637185	P00577
107429.02185978532	147632.60406546548	2448.258807910344	150627.27267073543	391609.3160103507	462381.985319447	P00578
344937.40856279666	290687.8496754444	292585.9656139419	242929.7056401955	286378.94784622453	245443.3040646157	P00579
122158.24570846747	137880.42402021127	208124.5687372886	90931.62336511821	98293.7104548335	87491.73456647417	P00580
252353.19433437593	409846.2607002789	235792.36288698183	410087.65690948145	448240.6925539439	471555.9599828306	P00581
174945.95254505068	146802.33614117836	172897.97689037572	232743.01715830702	231850.98165017014	305258.5025966964	P00582
283678.35704210546	335426.9774640556	330173.6972727425	345918.8835414524	306499.81767849834	339499.1420098792	P00583
259602.9301078421	264715.4962283515	248730.7716822123	82496.45731797484	90895.73082328177	91052.60544019178	P00584
151840.27008214078	51592.35366384963	453574.10151256534	21816.778787227966	56430.174646758904	68066.53588185254	P00585
324981.4929425757	216082.38248687395	202000.3551789986	177110.67942517326	326460.0772766411	260235.28305872536	P00586
304589.38357128564	352738.9173833836	302448.5063078168	91421.14977643339	97167.77887821097	93086.00595182073	P00587
306133.5610212629	305876.4151412737	298903.8122787213	487616.782459019	708275.6764320016	602502.4845444282	P00588
245764.2447888646	260993.19101958157	256459.1104717483	233375.38333545448	239290.7242563721	231360.99210536413	P00589
463998.1639250341	466419.47645536263	449445.22863435425	469493.8609794629	524051.10276914836	461963.6002342771	P00590
378882.292074362	379331.72481408884	359499.17797814956	314890.85128898936	322481.2443352838	320148.5977139816	P00591
199111.35314830762	219786.0702465479	245930.66075399308	290311.80942397576	266083.50033042225	180827.2017918645	P00592
377834.2710595313	299398.78527692385	364287.22984893	299907.0397466603	289697.02936687146	294825.0644761586	P00593
511736.6492941486	535361.5066727296	511783.3576576866	1613023.2732796508	1605285.4332623186	1590887.2097960613	P00594
392909.1502169329	603263.077997822	478097.0999199767	721216.9103823684	562057.6542358155	544688.8302340242	P00595
219045.73993520933	150192.0947433396	196855.19422030586	127416.51146017353	118887.83342245681	124768.50263332624	P00596
152746.03941386967	187356.79678563087	158130.21446111792	322511.47694941855	397691.3983127132	357524.557320062	P00597
408752.7481039158	455893.49379218736	437948.68758093833	459642.16161338694	488202.5090245447	467774.6158975202	P00598
153099.7881549092	232397.14265446717	179493.0847068821	293547.15152113023	280676.8240935579	349579.8712253868	P00599
161689.77225004247	154373.201444314	160564.85758784815	70174.41009383263	68616.28717246572	65312.27302149708	P00600
268560.7941904093	244772.4649573722	210576.8696752341	166178.7948753471	178844.71127539375	150548.39745330915	P00601
302862.9290076821	307947.96229187207	276065.64455388405	890924.5344252833	885391.9507622274	952353.1417905225	P00602
183651.16821810926	234202.96781073097	230333.1502657024	219618.88100077314	185878.24088405797	252356.13638728636	P00603
214216.86186955209	205972.94561668337	210929.9696037426	205518.4387807733	214850.0859664099	198292.4054272642	P00604
197643.3666830502	212653.84335361564	222232.89222930386	71781.10602916386	88080.50446770301	80768.84883328724	P00605
107632.25317683011	75676.13473318357	120352.7243333462	303357.4141803899	298973.6109535695	372655.7374630186	P00606
173708.04551336935	158115.09058849383	177743.94992336122	104141.02105444414	107656.48256554865	90667.75844113274	P00607
667523.2793257241	509768.82171769673	487842.4863735949	344019.3301269399	458071.85425163456	369893.81550315995	P00608
256489.00168583298	333043.10265569395	405187.8808911577	417170.3756458726	492036.3598512392	476601.1874138175	P00609
310313.86030893004	351454.52836092276	271591.80114874034	557421.2415192586	513051.6707899306	536113.3877705192	P00610
176776.15905605175	198989.7917709523	245381.03433075605	187808.7406652608	120197.7552744492	159996.54227414785	P00611
196030.14471056272	251902.41842921777	261362.812656124	139029.78414761834	119848.99398328752	138838.25251649186	P00612
182120.89126551285	158882.5060583565	233296.59510116786	377003.94705152273	387220.389461116	281694.8260703895	P00613
113225.34267454378	100805.14555072285	109164.67474261114	107232.9851017486	109391.37116307169	93909.42099058568	P00614
159753.09180803227	163165.49762883608	158826.73840830856	461913.5938174869	394813.5933314618	407736.66498082806	P00615
116840.06773880562	124297.02078188017	166003.65761251037	122066.14834859148	82217.45469382875	81886.83853585493	P00616
111310.69466561984	130515.75430278752	128962.59228293347	112365.24204327585	103378.42501717294	103977.5546146477	P00617
174884.9272801917	179596.59597372817	149471.92817069354	60897.69485858627	69780.45475275801	61343.0598776768	P00618
560811.5383253157	466811.7962600851	319778.5644862406	378909.05022514676	392714.97980470007	328089.49482002674	P00619
244327.7595379152	280068.5104244374	244226.8665217955	93055.2696264127	85599.90673128083	87560.66577829678	P00620
418607.5469689593	400428.8737552529	418704.6144895046	362223.4624557877	398370.445111821	356420.60878786567	P00621
298375.62759637675	315419.67653877847	311682.6819948837	771185.776077786	776304.4740030501	795730.2031229895	P00622
160644.24967058963	6677.6950006962425	120690.89249365238	108090.06773989667	46090.584787049025	146884.44743793533	P00623
193955.53645587811	185816.71875659478	171855.53119171178	215788.7284521008	203048.85418329752	207355.56891140863	P00624
320909.85471249314	334843.1072799314	313478.6579802908	266128.3749108905	243092.66864469773	262434.51190941525	P00625
330765.2920409774	400839.5596825164	307901.56062327145	506479.17094905215	614815.6717625442	517900.1408869931	P00626
48463.21032066641	1523889.9748144893	49864.01332761996	96248.10545152391	141806.37448139657	131627.62975268834	P00627
298186.53537811304	298510.5437259214	295264.48010353965	213366.90326767383	434761.82958993444	259372.17303954437	P00628
344309.72426201694	300569.5289435585	299689.2596290199	206836.8881212986	176323.87814241185	215924.22166950296	P00629
202775.97091396907	252597.85656278298	181670.38287951358	121331.86298873034	116025.7911516905	160713.63901918693	P00630
24616.044158299046	158439.56520023744	269295.19287945423	38077.260068174364	7683.495506226785	7811.019854301628	P00631
184038.95524778424	159119.05460158168	178225.96910363706	187530.97371740226	190943.14193851553	192184.68834944448	P00632
231198.7509047344	229713.63912715617	297999.34534519305	147457.73403284603	106381.16196402848	179524.96822336197	P00633
235841.2138259036	315405.4326059445	377228.6679770817	195469.70389652465	236206.78289558162	200718.37952234843	P00634
217627.55842194054	187219.11053022122	198769.41359448954	198430.8358394352	188931.73880763724	203904.7974752983	P00635
57863.14908030628	1755781.4752590014	1886990.4763534444	156399.87281070094	226215.86063255748	540963.2001138445	P00636
285114.9876808535	281852.35717631713	357180.30041206826	329687.69892486365	314816.75891028554	321791.76577759255	P00637
115162.40204510339	277664.14767212514	221614.0923398372	600649.4061228818	619467.8958327806	523827.76584844984	P00638
476388.0532012559	324964.2042846748	495554.6557393427	775132.4224784757	877853.7928231296	1047234.7614712194	P00639
379246.06635010365	400991.0846579143	394971.4548048801	382981.5998325537	380385.2901675561	376381.740008585	P00640
194277.45741480423	175693.71692882554	176194.69783059866	66686.36845744567	68810.32547636422	66045.85120063814	P00641
454716.49588116567	443596.5895646247	388933.3688926295	335791.2331852556	275575.63570545724	349494.17150255345	P00642
214603.81842900888	217182.27577268434	209157.55808803553	215018.9287813474	226106.49313754757	209027.31652007528	P00643
402379.89691894595	329708.2921288634	417132.82160563883	360211.5872727258	446262.50316250377	396465.9750670167	P00644
363562.205116525	204718.71680727514	191039.79392388035	291103.63994774234	246832.2952539644	246931.73418233136	P00645
163455.05222696674	58431.34966954717	26739.3838215562	33231.86419841406	23519.306598904386	946562.8280684104	P00646
123851.59112733914	113289.01685364652	156305.66016991937	231347.26091190713	325873.58679182356	220686.92706682696	P00647
266213.4117656391	272169.9815325631	234207.47156266813	150969.18781450397	173490.739766587	170806.07267148216	P00648
121993.51681327289	127305.68145451832	102915.64735986711	215001.0686716389	188888.79359257166	191754.306717666	P00649
297517.2587209869	319315.01999597065	343806.1157182948	330235.99782388296	362842.0461235677	383544.2161671394	P00650
510090.6485313484	442024.67219672404	474560.62966869725	375347.93017651694	356023.9291430779	386732.43764984066	P00651
166925.05139789463	198072.50332293677	182046.7756262137	283054.5031326038	418723.15594055183	328969.1245508597	P00652
266163.7119906991	305016.7624031826	279486.77050544624	850857.0949006538	771440.2203108398	779460.9316496477	P00653
211197.81813323617	217860.83415501926	222688.41726613388	130404.68032697921	140888.5493857028	144764.2880306626	P00654
75087.42788082351	42598.87729959961	4955.898305330061	414171.45966374653	165077.8899599214	77765.6891505352	P00655
762663.0281756	14631.095711605889	1302502.9543236112	278322.8737656347	457289.1188518583	161427.38743650494	P00656
204095.15516379112	251426.96413736866	268250.9554903125	521120.33309350343	462481.25851340627	352224.1354120176	P00657
28917.398949467814	2931407.276782371	51505.25386690512	1558889.3787965237	74968.50735569652	196980.54832670884	P00658
232906.52359553607	206342.2917359546	252561.8913886522	180135.43948774642	186042.63910618756	175027.51625093023	P00659
412450.379027619	491018.28590706416	355100.07470251987	379559.09991183033	243545.18163507798	316085.7780487696	P00660
276985.9902927578	257950.3154874109	273522.3047812674	247917.43881424848	238354.9568687264	251922.83859272025	P00661
349104.8393158792	337664.37119332276	337870.533695272	567921.5168644963	544414.1241473797	588144.5466671844	P00662
203461.77659872777	320933.48952866124	183055.79454728996	336749.1000589746	340442.22518076905	483873.4101449637	P00663
243744.13722986402	262045.82747619943	260123.933503141	737710.3317275918	765847.7891890075	765196.6314893002	P00664
236434.9099977392	256001.80783975354	198633.67800905154	431285.0503040715	386322.0096870723	416370.8022608175	P00665
179108.67092051185	200191.95935554904	179001.93319992587	67828.40300963656	63041.144875245984	64318.78689510266	P00666
381745.75420654035	353698.04531798797	381461.6979826143	598753.7768221594	437384.5326378383	593876.172448856	P00667
255189.65648870243	365992.5914110088	299023.04243479617	277045.0213349695	356401.3094395586	376133.0582332141	P00668
362781.0840760026	328641.33809644316	324819.24501851894	547120.7652794082	530164.9674974089	548240.5176404869	P00669
449068.3802713143	457655.5635987734	425334.07424700627	1124753.4344458093	1083743.9437517647	1138442.8643288717	P00670
585496.8894635029	387491.56169325544	435718.1718012585	332234.400600964	191507.66397345153	258896.23705525344	P00671
240519.94854571042	146502.73814863537	196157.50274842005	173631.52394638222	171067.84156329988	155477.2244629228	P00672
329159.75306909194	109871.49601799637	192292.90985338175	113541.6444385987	230867.3590735542	67439.82699840654	P00673
222012.42131519085	224326.7141307064	223053.52971686368	213410.91950635004	208782.52985965763	228361.6891531261	P00674
269083.4760296655	267107.34606345394	258452.41601185506	288265.7834470994	273734.7784501629	290329.6222363282	P00675
258080.1011293377	267844.6823435933	233817.48560031786	288991.9518420092	364673.13140752097	485444.82651722245	P00676
393974.5231465939	449261.7601900639	570511.3253277163	673202.6337883403	910776.422839602	540787.2538795284	P00677
247533.2438944088	361123.1980548409	238980.42030719784	449650.1611402662	459821.49426772055	554890.3721373504	P00678
265641.7021005458	258742.26420546067	224068.51609431062	487296.1615809324	780087.8340745165	446393.3132422534	P00679
397976.80174824793	370166.38326641306	383056.8509093078	394701.53049588826	388190.6371113055	398765.7374807601	P00680
161766.0313049729	148698.30588407163	118964.47047466932	109667.32357404851	164248.03851378863	131813.70453977084	P00681
122253.9826926673	133835.13601339405	135400.0290332393	47044.024547760884	49924.38853027524	51265.07389941521	P00682
388693.57681113755	308914.5872614283	291467.72784318356	225124.83428637485	180727.69321610447	217596.29588995196	P00683
208053.93474609216	197917.16830244247	306431.27919048077	150491.2660366397	172925.12741585675	127876.13717693483	P00684
275603.5149011858	303630.7904791737	266737.4638704625	270331.800326961	271171.60700884	265620.33259268466	P00685
142436.3631828385	138963.18546724966	156104.00864110573	201106.38015831538	214383.3599660665	291739.10290202784	P00686
283569.82272977586	219431.22685409404	284718.0002437076	466041.7919554371	546533.1810750606	474189.5518359032	P00687
617461.0332622605	560493.6143040436	609429.5881756181	538450.5039285624	653724.2421281895	662792.7016402166	P00688
321587.5933196985	376010.7254721237	392654.4670479402	547642.0407549732	481161.42782248114	423753.4424925573	P00689
298469.78661725356	283954.15654695075	259185.14844818643	267673.2756740548	241388.18962778646	271794.3005502438	P00690
222685.33501318487	218603.05186795315	243100.80648225665	568154.4089098007	622674.6337817285	669713.8500404463	P00691
299548.37527208176	217248.51596687798	157847.0317709914	112086.03301165953	147619.86607710604	136297.46733140235	P00692
113399.0956622679	119239.87546697384	122701.55171471833	139042.11136980244	111576.90753048072	119781.50679034507	P00693
276414.8892895	274899.7837719888	375496.8356427798	210156.25354589726	158311.56361251904	216239.65597322444	P00694
360896.63659609563	348689.41677582194	329757.0137996044	1177081.6895032814	1018134.3063232849	1112656.390788081	P00695
154266.54282081238	161148.2956005551	181775.89626317733	145495.09672569163	128784.48752335239	154380.90589421775	P00696
173295.9026451747	210549.45969876318	147346.99451822817	84233.8688230559	109879.05302007601	118745.58849248936	P00697
118631.14656580931	190935.09768882627	143603.1379187433	398756.2795580838	280151.88136733795	237075.5216295942	P00698
186013.8532302478	148554.48960049477	243782.10165038903	119686.30692845174	115627.3960395028	136851.96344822363	P00699
251037.91579465088	246811.3031641612	273155.57884131203	259329.0943762809	259323.83518850792	291135.7580580314	P00700
139862.98166341108	92981.59870148118	107561.81913967888	153637.16321257618	284198.7317874042	232743.0739551662	P00701
42142.06135307288	216799.3151622984	9065.515110368242	28171.035791872408	101046.25968481952	178793.22680771456	P00702
337062.75110139843	345749.7920068226	341455.5733829012	356753.07380959525	353286.5148125503	349916.75176363287	P00703
243306.4237579954	246018.5440963432	242800.65740882079	236870.63185965337	239522.75551774332	261196.28261692642	P00704
137367.85923661885	112253.64033765443	102969.47617633585	67150.67583858341	54523.09902676203	79275.4453905483	P00705
186762.18049742663	180882.4157045687	184312.11712220364	56678.55605669612	60709.76591937149	57370.652769349836	P00706
405512.6472026279	418717.4696949317	378612.3338152966	398832.3865099637	401306.0927149795	348859.5556552461	P00707
101608.04837871552	99544.61655138497	100754.4092039334	99813.5419705351	101359.19379412623	109156.97129428154	P00708
219823.3108863029	228504.4427836465	239419.2014725913	233593.9085556551	233361.50147977172	259486.54621627877	P00709
180385.00106253443	186084.85390230743	170654.43425109814	66426.78848962314	69196.40864483952	73605.99939698372	P00710
372638.0262956184	372283.379990772	315838.8685375452	438388.60137943074	461619.06426773703	587279.8509848404	P00711
239484.89111618247	167704.6760759636	235890.95840335308	249738.98479645568	309946.196591814	272847.1087738015	P00712
317240.0754807844	297275.44729682506	303144.34962716536	286110.5667869152	272562.8519818166	279811.64860515913	P00713
313743.0360272345	309477.55001345795	310749.7268349056	324258.384291796	294956.7684772176	314609.1619642676	P00714
514407.2633352081	390314.85486224125	531663.7793996069	381145.9230421136	529786.8189031503	441140.65013268276	P00715
242478.61517397247	204089.33284190053	246164.26855838977	369412.0460958304	293681.2480667785	301548.4457856363	P00716
311236.03041609377	312034.1772233196	231498.281595144	279490.3167355042	239997.4966577238	244173.4319688744	P00717
154412.22624004012	134749.47911053716	164800.348751579	47973.701473296234	52399.933062915545	49314.33876747791	P00718
398961.6173140615	385664.3403101475	407411.5608446777	139968.1179903003	157011.6671884766	156971.63370201897	P00719
297520.6369780125	271170.218843462	190504.26014296367	469965.46363871475	338609.60450639913	231947.80503790037	P00720
279168.16263228393	260762.24892846626	211081.96690012663	243398.60835404706	273448.3246759139	218355.8787644444	P00721
276242.9187633078	233545.59272528786	264518.48544078105	253684.1452410707	244124.3548141861	272430.0415664001	P00722
144877.27079768482	168511.2338255521	128442.66863917727	92370.22153252334	74857.87102083315	76846.04900230847	P00723
371648.5324588356	388665.30989169114	284411.419097533	382894.77594105323	415787.1843332101	499707.10405250225	P00724
338782.6477854193	375104.3325696408	362597.80066613184	540900.9399293202	544032.0259811948	607889.8873936525	P00725
270846.0608793072	298529.56945004273	280331.439163356	975957.8936681055	1063179.840116904	956504.7405111281	P00726
156657.88301006527	140619.67772253972	148219.99058419067	143422.4638186497	154669.88230284606	132506.54151149935	P00727
250301.73267291154	262178.77143780637	245207.23382392598	229767.8048245038	233533.7989261821	232509.58965096337	P00728
364025.0209735035	345739.1689165319	360050.53657399653	1037406.7724684869	1019356.8191925846	1043852.6432031592	P00729
127899.57559845992	140281.3662169369	133585.6595217701	363720.2131486748	388474.70920441754	354191.1821826792	P00730
206884.9401337474	160575.6577445309	223857.80666272892	216473.00130667118	266499.75920143415	243128.2713306318	P00731
394113.01642707037	356972.4376094674	270639.32586306613	584945.2071448127	492909.5786535064	565258.120403462	P00732
303644.0689933924	269230.08695229486	266117.1005504781	988633.4709605055	913730.0454005034	1011738.4640592926	P00733
287103.4058522099	360644.6953730912	321822.68114007864	329652.69559772173	290732.296342437	326195.6841695766	P00734
625653.2396075287	483335.3474678278	545585.436942697	523481.86759493075	532027.5553625275	740684.3129972975	P00735
369759.84287301905	308284.2780435096	315103.8387534595	185499.87472500768	202095.97093830077	218523.32689527265	P00736
337128.3462063723	336166.8813173616	319021.52740159293	112286.00509941376	108965.28189394406	106242.96379665102	P00737
718588.0475177204	723401.1919377345	679161.060420927	254643.38029887876	255430.3693177517	264014.76185737894	P00738
275800.0322732852	183345.6010191206	355757.07402197225	401288.3844011252	293484.98281193426	264681.411099839	P00739
212886.15058183347	187637.83320222772	206970.04624418044	170340.59617066075	137914.1789957172	126218.7771195773	P00740
308157.6889856337	297960.02621494024	305465.0419478288	295516.8231152421	307560.77614552836	318645.64930196246	P00741
328941.6228884451	270761.6055562876	256776.02286726772	213089.86515669787	229943.35534476774	224994.38029974877	P00742
209647.4976725505	222684.7786052223	243586.8980712918	77787.24106437596	67833.53725367693	77775.97672695073	P00743
244803.3429387914	150094.34585754116	182121.79061163936	242427.6079628209	254174.0430022395	257872.2344050059	P00744
677101.9587237509	584976.0688903877	690109.4121425924	676069.6155250968	654632.3491814525	626314.9993719034	P00745
192770.26847808732	304463.0683215529	448938.42810626223	238347.87276247918	250544.0553488896	197050.46042166787	P00746
201653.18539937597	209949.65914992633	217122.87446360782	776257.7231868167	759065.0056871867	740128.0903044174	P00747
368087.6711098735	301188.4595874236	260623.8466975808	402047.082908552	513673.26582002686	478382.9658269092	P00748
182251.26845686068	245158.45838465696	231296.83905386692	247920.60777396552	292744.56179749954	295743.52654040593	P00749
219648.06352670223	268787.7334245496	185630.37737349505	269622.0563139131	349755.1023821594	354028.9580238837	P00750
301091.5096518281	125282.86046039786	88083.1251523264	58551.96839662845	39103.06313306148	249305.16179497493	P00751
163299.32222420844	166476.41847492266	199261.12442486087	144946.91315691877	152895.00809844083	153878.0730633883	P00752
307961.08010501973	300536.0667609114	298952.73787794146	97756.57139854773	94172.55485728542	98979.89088898059	P00753
664531.3490712848	594426.24499918	525320.2822497494	348139.60634752415	275198.2578201622	299002.02816109685	P00754
354315.996237565	386479.5231568427	268616.802745317	496874.41225264524	763330.574791431	545529.6713763751	P00755
286613.31856501184	234283.08750634582	235434.88034332098	370297.33745590766	432662.28247533547	455657.90063832985	P00756
174491.19145988702	200485.35374667862	259465.3893497271	349933.9151425361	324966.0654135416	441198.6995518093	P00757
267375.0487028313	209157.22641799765	232237.15646840926	278294.9508269827	292413.8925572777	343569.8927937746	P00758
240174.93670339053	232207.8447481715	234185.0285686278	80380.26715837198	84617.16907908734	77965.58925756851	P00759
212746.62999075858	199716.21380915254	236585.1502278489	69009.24131605856	79077.56803422	89102.77189954193	P00760
425857.985436219	297210.61761805014	369432.3132808615	593994.6626703332	581589.8713480094	650259.9810056131	P00761
168251.0887863888	154513.40352534578	129299.56457670784	264356.02734712115	177284.65324090543	216967.52050568393	P00762
278958.48275990895	349349.7699708542	325693.08631781384	516835.51454459154	512567.5716912063	538396.7450647901	P00763
235879.70276113783	231267.24120119997	226254.15535948024	227940.53765495648	232881.4308445469	217171.2657928261	P00764
296976.84343818197	321216.81116255146	277723.04447143513	369629.02809750475	302029.5908512441	321941.66178490093	P00765
146767.33766441228	259793.64126024526	159199.71428637425	119591.9397948545	122456.78504532312	133302.31207849976	P00766
395559.1335235534	405381.4439648996	264762.37117572734	530646.8843395613	528034.057123232	600158.3048565943	P00767
430425.5416317173	399401.7557304266	419953.1958414803	134965.79437413183	148179.89994529216	138582.35062512237	P00768
290542.8337438629	347854.8972069529	462934.5710741409	382121.6241819148	484337.6784770862	323178.48436471686	P00769
181797.73779899333	137412.33921543465	158771.42448709733	235436.84098737198	253326.94404701304	236760.79702449954	P00770
303460.3990787182	400268.9064133371	462983.9389881718	288741.3634570158	233124.7730468747	347482.2421033542	P00771
295365.73424770863	298828.81507326267	311036.99458577065	872503.3787825867	882088.7153733217	890802.7205853467	P00772
433058.0210245878	38648.57546047573	4618.594377661852	1950.8849592936795	18340.74285499735	2181.0651946144117	P00773
213854.45658932612	278576.0089093597	280221.68313728494	224665.54638687344	243283.01163051598	240213.82760447133	P00774
304541.994778053	304570.7395342418	267436.3288186842	110881.46391949987	114339.93487395445	110120.88489848499	P00775
314144.3734071142	360798.0697089081	316878.89560219244	591792.7390862427	549678.5524452787	431795.734322236	P00776
270237.59624489135	196471.97937054274	266097.34827484324	428066.8470389198	517247.2380957435	513014.8614429059	P00777
324441.5859451703	369688.03432441305	283604.769359218	753972.4006340763	514833.0491648497	386240.71920801565	P00778
421164.9542549321	426113.69987209846	452252.3570309871	493396.2418084318	513563.52997372043	517921.07596809475	P00779
394746.5721588642	411745.95070299646	409408.1963555519	414205.10697532335	393952.31021535414	414704.01231389807	P00780
2579.6956721574243	2477.6371639825356	3307.7795230368642	63595.20908358827	458282.2170521478	23118.10687435137	P00781
220217.06964678035	227200.78600218723	249712.97193067378	143781.5505874822	142824.00237795833	129588.57635985606	P00782
228572.1464012443	284934.0497874047	248476.62426417504	290555.66834606056	372702.66131998907	296272.8241831722	P00783
184073.64264444378	183498.0398511606	141746.93338333734	142070.25011649658	293536.96590085694	203892.283047604	P00784
249369.67266212535	320408.0653044239	304871.40795715014	261722.32799379583	177836.62813081057	215494.34107948124	P00785
317396.8615501594	450157.0409472666	395264.24024982005	675004.038473023	622716.6455505835	610543.7812256404	P00786
153268.0985465338	202571.2050459717	227846.89128683653	169168.23402834218	203888.7609298848	199770.35430822917	P00787
288857.2800756148	210564.71123998702	220553.79616132137	232571.19897665814	175818.1217280467	365082.29701850365	P00788
194578.72408444303	190215.77374803476	168168.13153799946	508690.31778258353	564373.6190562808	631578.2761972743	P00789
200238.25208844154	216660.7784749999	202460.2172106562	75718.42051153079	80279.5786534035	74201.28330173994	P00790
417096.165341661	479198.91769934737	437795.4065691177	178266.94117773775	158590.14025862163	182008.26363339322	P00791
225412.86083110233	234558.9338255271	217650.28598645626	198109.18887944758	224337.2772738385	201207.7266131498	P00792
325374.64831286017	303404.25977238576	280700.05489296163	804130.530297534	801846.8563564343	923260.5979540062	P00793
130794.32289255573	138595.44979461774	137693.95331301558	139289.30347608196	142114.41211327448	140534.57507403483	P00794
332090.82250037947	471530.013359357	526361.5699085509	1099059.0267492877	1106540.5607938163	706932.6749771653	P00795
317852.34182444075	301460.5361945652	344801.4021102224	961025.1207395898	933716.5249441541	926248.1215096667	P00796
293611.0611376216	287002.09254073404	284953.1868902715	155930.2590880441	139915.52732405477	162577.4004827988	P00797
353107.03863480344	309441.26403683616	302992.4188292075	356207.4741731832	381883.6521354773	278283.1693657282	P00798
154997.9560189	166337.19581869163	168951.1567551445	133650.46791941344	176222.2957820571	148975.03309262154	P00799
432492.4909910054	562462.0542786286	350615.77608615987	253002.62985193	197165.51147656958	248498.36712344174	P00800
184997.57897867603	259342.09657596404	246813.9130761886	135678.42218107352	139346.70852775362	158718.2425908811	P00801
189408.21891714606	249388.13930638795	276084.8795193033	229708.0666450393	381209.34114096884	234868.54726135347	P00802
214501.18443385998	182441.7390538958	272617.1798934163	294938.2426876342	273264.79247196787	360151.6316390929	P00803
34264.11449987189	6348.180607246878	146360.54036160093	5696.349715700915	24931.328825796587	50836.307301937624	P00804
385034.76163435174	426089.33852881985	409554.6120129104	228446.43022727687	143194.32683327593	255460.64405247025	P00805
