c1_0	c1_1	c1_2	c1_3	c1_4	c1_5	c1_6	c1_7	c1_8	c1_9	c2_0	c2_1	c2_2	c2_3	c2_4	c2_5	c2_6	c2_7	c2_8	c2_9	protein_id
241223.06725191846	158525.4346633575	337796.96009337815	294573.19745038025	423585.1500545979	456779.23324032984	267779.5039002957	279814.7927443976	192092.652706047	449001.3890773486	114309.24601070824	169680.694122846	99075.0112361256	110808.65634388635	152828.63169237308	250913.38628241702	246178.94001081242	184678.9994087895	123719.52540748105	244833.21003925218	PROT_003431
266965.9985914851	207929.47597432838	194435.0701193109	169004.60794905486		205170.5066651247	225647.85403301526	201637.60985936158		218878.1880164758	90304.53473029754	84162.8321377913	77218.31523232446	71921.59868077334	58175.22331596714	93291.85310763508	79686.65891595303	87340.77178514238	99712.71004507097	68988.65062512024	PROT_003432
296766.44190951355	190797.79027444407	237380.27211971732	349493.5393293158	345771.13103216153	294410.4110902766	239648.10394024706	574824.6608085369		375287.0356336638	732391.65495008	471862.50056583696	534540.9027097807	635794.7991461976	725742.5819764028	397643.6633729728		207192.18417368043	545236.683094487	645777.858737812	PROT_003433
288016.27056281985	218361.39114642906	245597.33293609874	287676.63809614594	226944.70304121665	300475.0938310522	251352.62645803762	180114.35342474567	219734.02287718578	262074.21328268314	640262.3226558347	867474.1968229766	739896.9255666883	775432.8888819051	667394.109812863	705090.3036610887	879791.6988710633	991107.3301805129	621205.8243511978	883012.3327465324	PROT_003434
389969.50065388106	188506.6926665129		249509.85460513475			262951.20420074614	261382.3091038016	266022.833135445	208806.7519281747	696816.9946956976	518266.57601329027	482814.8069015697	910587.0655951713	473894.6571896563	623314.0454430099	594388.9022481394		704740.9978727432		PROT_003435
437299.6444360425	379335.1986977255	293307.7970332434	257728.9232925356	374033.7298033474	219141.80680997644	644853.0323965339	270692.34672376816	496938.8563980288	330298.1802767691	450801.98466633743		288885.5188646964	631835.0841832778	633835.6484041878	806253.5949954954	398653.58221770223	371264.49155649845	582009.7705109123	641591.3003628084	PROT_003436
																				PROT_003437
	364218.59849516774	195255.07983631914	222658.32660305043	212748.47293895806	536642.9207533783	230763.400518657	543882.033610393		153128.4048060437	118481.40433921726	184955.1206739516	150166.8599108305	134564.32957796374	390183.03233758674	272632.0575933227	106051.61164567726	163728.47111747283	610974.4499933267	251945.10802854013	PROT_003438
204816.52077343367	177466.15916795		110119.4751975227	111391.49502738444	130549.72521241609	135968.6216535347	216368.56748131115	201038.9824825636	141088.86368013924	106473.3372609144	117056.58514306742	64078.89028180238	63580.41457165408	127046.98016170744	71169.85799800181	170091.5170105351		127339.96191386519	161921.73299786562	PROT_003439
451618.99425955385		458322.3266282381	279965.4532318749	468269.7566555824	391384.8986787729	382252.3479875725	152325.94984596112	271366.38389232825	241619.56637707943	225736.4344232502	71033.17507965425	370597.92629777786	140167.20867719848		229792.8531462735	122319.51037003276	416556.4560914938		287061.899248847	PROT_003440
161126.83109887707	131935.5718771105	113558.95113081954	191311.78776682387	160668.92393110055	143991.9255710391	128098.22430746778	120336.52042505486	53060.99922002816	102978.97495560475	213608.4653758539	245590.8414355791	112266.9327241249	328140.1663498784	215241.86010987128	130127.03512158933	282658.1770862435	230778.77219530736	135756.03399423117	179211.2323365217	PROT_003441
236707.0532050411	338851.28077622736	262997.8154144437	326705.298229022	289927.8132728304	364233.8499202655	231261.80293879658	263283.61823783733	292225.2723514946	257442.6435455002	297252.46439434297		328406.74089148303	222417.65212810057	236777.11769821768	277464.3916652849	245483.30830224644	226556.25213293955	303937.3062044174	300996.25529245625	PROT_003442
329282.17166679277	300655.88410567195	290248.88351856056	262791.4154117123	177740.93856048072	270006.79071861046	310885.19894056226		312806.0706802422	262638.9269761002	81464.76120535766	123293.0270937548	100988.34286614867	124082.82080071403	117013.63893337996	97051.1340901649	129689.99274414021	146506.2585254775	135467.8166130496	117944.59005124976	PROT_003443
419390.3728706735	182124.55447372058	110007.5374724197	200857.4064725267	209222.20496970916	149663.4344711168	280211.16349719436	248519.59209112477	195585.84954038673	137619.51673108322	307513.9277529102	688665.8668652063	652052.3812387297	214217.67513898064	428673.9720967584	514474.17003390775	341526.12771621946		262913.88689321734	318523.2704083245	PROT_003444
315010.6139645587	139147.56613299047	349246.8892488571	170728.0143382672	135587.99002502146	260988.65112053556	194134.27754172808	246301.38185566623	166063.78785035925	160493.919997811	417020.70471333695	241379.05607931662	299865.41392322606	397227.5363369749	383876.2533724686	223673.18949207905	374422.9107508236	667551.8586102835	422519.2469156287		PROT_003445
210320.35465074435	158890.15642340182	393037.4145627129	381809.0735897427		286489.1619424046	324044.2846995235	369765.0132216677	319452.8170384277	278350.88717944274	245949.85156513142	174931.74430799947	152853.58954618385	182504.07354412903	181499.43058560282	255682.22503933863	160270.2475302859	299533.30143689085	156650.28353866498		PROT_003446
275961.2918270423	348916.4255880959	170159.5673320332	116285.2022530837	366961.6826661308	219698.32673668055	222481.05019098992	227379.29227991853	193017.17289588688	165304.18281753105	152583.8371802325	68350.42850370087	107566.82909173226	75753.42187277172	155254.0202718431		168241.72497141548	210959.426235993	115721.93883969921	113564.45233160742	PROT_003447
489103.27129318507	477034.03434030607	404257.95738283906	471356.74123619334	478519.14197941526	473544.19183622353	551250.2646653139	552526.4894977942	341830.5196393804	418232.81754648633	337188.71167663886	405085.6235473317	359196.21551213216	372064.1458321522	544649.3633232578	428894.1919509947	449971.60544880707	451779.08862936933	478747.5805336686	451369.38248191203	PROT_003448
232503.6069788396	144282.30723891733	125994.30194968275	156012.97224655058	304248.651996672	199110.91399889297	171152.2809780054	116744.93584761734	319371.56100784516		444619.2641820144	459685.3062871699	376225.1044870488	195319.74631635103	232024.25365408603			412511.1072487011	370289.5061167549	408746.6639894612	PROT_003449
262096.66405160044	176225.84817220343		239190.61452660421	188978.76509600782	213203.9596021089	167674.539618878	130125.75242937414	476043.09271167096	272426.88781249354	402296.9705792356	425233.41341984435	349209.233836568	555311.4333521758	318746.10534420854	356047.5929971944	475658.5393030011	256876.9785959615			PROT_003450
184935.0065026079	140620.50281651804	247357.221528659	351288.9503098779	212798.6237828069	299839.7405015257	259242.92259857527	132420.20680226208	192456.60546964064	141050.96538708554	213321.7567776292	436743.86786232307	280567.3672954347		276877.10411846096	344319.4048932272	447630.2065304921	466218.78374949284	322306.6696645751	328817.4893147867	PROT_003451
232836.08737162867	272308.4388432414	288630.99420671194	194688.66523439984	223046.08329817367	296546.2774823716	281395.0048983764	283933.34407227224	155816.46775726872	162908.02167646494	79579.00301356602	75194.66226017043	69704.61770935453	78773.42002660868	101651.38074113577	76833.39208383171	68368.6374457163	85716.37560367357	136038.46436684916	55474.773565923104	PROT_003452
										532440.3219046812										PROT_003453
149741.63747539074	31717.753208704933	806595.8648567093		534372.8605686232	74774.62136273814	72817.76858937895	2612350.734282665	191579.76805279948		252913.95391277812	413116.0689239814		676966.3039939901					4443343.860527764	178219.37576374647	PROT_003454
	84570.12845507603	132235.030158755	205804.23933224348		1034337.8850633801	206898.08112983347	501920.1597951041			251067.71207352643	789313.502930944				261026.13924253956	2476590.816891567	770238.7705542055	139595.06947435552	525572.5547791941	PROT_003455
254986.38501938575		35195.51215305334	37721.38468749428	94349.36828924537					290281.0857346468	252832.8708108712	515917.29294247454	117292.33671471664	201140.01860761395	41682.443276153375	197825.19350467264	1970878.4582118415		590487.9480492666		PROT_003456
429200.9331109885	436105.8508292803	361263.1352112493	402262.7093117494	431334.0376619777	456954.23659391876	358511.2026554744	288199.0350198519	382893.5189360624	443777.1518667546	366966.91070964857	386248.17974915536	373609.88968983426	437176.3288546693	390090.93475040013	310546.9608764459	351047.0182154954		499218.99711516005	392379.32511897665	PROT_003457
156361.23891002295	205983.778057662	137496.22774089075		159068.59762396078	230645.49361181268	274272.39620713005		373989.5780882565	292648.8571810814	468934.32435421756	227224.39873151816	399698.6986282922	484978.6351600485	602040.4013498463		344405.10891179834	359337.7525821364	298668.8024411234	367961.4902687494	PROT_003458
500634.20727353136	380984.6030498911	195259.90483598688	349307.4984035883	166792.6580106591	235460.23049035668	267783.9679640338	330404.5274686892	193778.4043026122	234791.03854518445	501150.47922710417		401955.9663405257	204200.41195242372	359961.66024522955	240969.25714282802	570064.0743381361	367990.60309785954	318370.19075150363	560121.2103337115	PROT_003459
	495340.33913603757	331868.9865904106	416813.7236492705	281635.9688500685		312182.5241407753		415909.0539347729	464950.6967058451	196761.08741270224	117483.5761020712	128445.30060020137	134670.5077905732	130342.02399724485		124558.44296678937	133041.69540080373	129064.55753338744	187297.52458796685	PROT_003460
236007.2062839344	173499.8909024962		219936.6584597203	255245.440204549	479307.9841402461	210660.54296474016	149952.36000554386	84069.04782788665	337083.67615829007	642738.9837893381	185882.90061339768	178980.16955549526	501833.8490876048	380296.24603216746	497281.65692339314	550383.9000427912	314449.4458620859	225039.29344676717	454512.7943209268	PROT_003461
189752.26100578668	258064.3933515209	253658.57015287055	619745.5123233136	211248.33247901124	288529.21955935063	148824.70650846587	260213.55361839363	222309.9935027053	288302.18313488364	321474.32610433694	208243.73652254636	145359.27905302073	208856.50132146812	134034.04636896247	98162.41293108673	112828.66287615568	200698.95009466962	140962.6084075575	107464.78041519469	PROT_003462
223295.17353151817	173593.16856462092	331410.8575212826	257289.68952797735	165102.87606524248	323273.882492961	308559.2480251898	246506.73765363178	601026.0837167497		403850.00310714106	335901.30798402807	302704.8272092364	329333.0048045705	568009.1707444628	494769.78907004953	339568.9223216687	181888.2848249781	562231.8806747574	586978.5770249643	PROT_003463
280439.597045213	251012.64837053642	235423.71081832805	158845.3290968665		285859.9401440975	555143.960870238	439013.4611415859	437068.55310545344	357245.83494095504	123189.30691663646	232109.04578575847	144646.397290455	158692.44349922432	296122.9972475976	151737.46135271183	297516.94790651125	144651.88052230648	87459.00637036751	266361.1771186493	PROT_003464
303243.7641067053	627090.9446905494	503649.27739628946	283369.4376021841	313585.00252853817	340528.8211048152	411032.48467206303	382372.444975131	821359.9632519678	251795.13001956273	256394.955401875	491331.1683125979		217637.421387296	189702.30219870622	131414.2563054901	319250.70851654105	298392.13613995817		327527.98292241397	PROT_003465
434630.48835050064		412413.36668180645	220387.93460675792	179267.09521076002	351271.51971415867	306919.21565013967	163286.73573655233		496844.6160471609	293034.647091622	874716.1831665761		618511.8864066171		372246.931737316	251962.62017700676	803152.917900399	636965.2617899132	286516.4292425438	PROT_003466
88755.25876778849	185645.77675382706	106065.21870496274	292002.68055505515	381399.3325625399	311640.86671402596	246733.73946829102	146734.37058913516		387310.0241289268	291386.4014354858	111209.75343689426	196890.78273398025	227018.13388671057	62542.50517664278		81399.22944857199	134240.7287064235	72525.55689489337	185532.63043026888	PROT_003467
							133270.9221542262										325651.9758851717			PROT_003468
393869.7688669705	380580.36631250405	354117.8749468332	424686.54303510126	401107.85311531695	297155.07593003614	339877.77989001805	333789.04000831355	356991.2268546536	395647.7669039653	375835.3517361622	333102.2701411741	384686.38207784866	323694.5520919359		322136.6343713011	420672.0189897738		384260.5838001005		PROT_003469
459274.378975285	406537.659842654	282375.74115908315	225782.82942015227	431217.3289819338	303950.5600331048	106800.2825531079	440691.0972057907	207952.18376863288	184192.02547144776	236819.65318388527	191606.5755329735			137560.24953939105	454623.563033798		98026.85585287023	160776.4201639746	143371.73180126873	PROT_003470
247736.72977198116	205411.22743001042	275188.1791250563	219283.1470888886	267347.5364434137	286564.4519334792	298423.47530962666	270193.65919437737	286780.9114598141	240566.78251800564	212955.8509685825	267452.54573639197	255982.00254897928	222377.63764592924	203336.95452205194	294292.3666003498	257268.57626663666	233475.83845888815			PROT_003471
382098.82022891723	148605.40408646883	311688.7502940826	577507.8412722028		188263.6638340005	194709.03729551632	87771.43574449935	204146.68547290095	293695.06937881315	206580.3529519414	92075.46983264716	248584.24816930885	67875.73459354269		327524.81568393466	85225.92787327709	202054.078416267	95402.30958421798	125680.4430447811	PROT_003472
	323704.01111996215	483429.63448225777	478453.748218604	359183.5713614919	321224.30688338785	404828.63840830873	414307.7682720506	442099.14069007186	285856.3960163808	983684.5814971614	709240.7531856705	931967.1942224449	802603.6559617979	738309.1213117745	892019.6650859681	724316.7230059834	713583.5316706236	897759.2492155483	1231956.6181801178	PROT_003473
822748.5517649667	587579.0355454403	289886.16234579135	569661.3856706035	229576.93386344533	293248.47849294526	231956.94090318473	383056.1942240573	347332.9309600543	446783.8691250269	461471.2137981342	302716.89299515646	284153.6948236617	146466.766040599		234846.46895823415	266748.7175714015	99156.08856238949	255621.58374339459	252780.79134078085	PROT_003474
200556.46427352435	229956.0338421785	252092.49125889968		319194.01542482036	129293.20567457614	475161.11965736304	609278.4414373762	394438.5856377086		95106.19762774753	299386.93658980133	265596.8452741203	159568.64596061577	134889.58451861877	126246.49220345044	194201.5445609358	104517.31984079002	71114.46732283967	225084.11697620127	PROT_003475
370927.44669426477	626934.0670411934	363612.5685291952	348270.9535208315	272417.35989737115	401461.36698178604	357670.12226284784		442951.73256414966		1448565.9107194997	1048586.5968835745	693119.4986121915	650284.0660478482	1118080.7326611339	876564.6053981272	903242.0071589306	880933.3303675826	935890.4166465172	1183447.4489019942	PROT_003476
158965.76365604406	207698.60288117314	201664.94439431204	131974.81428050442	208215.44861475265	166704.2097389749	151134.36156168106	149738.38539644994	234308.4576859782	171590.55998317385	44248.84981089384	44373.078522430216	36201.22410672806	42729.443849032104	34493.92214775833	54432.43829646499	60745.07905270201	49186.20765532205	35884.37792849315	45128.47814043329	PROT_003477
200710.2819274964	170141.76461961048	266156.1370453486	186021.76337286492	201149.6578347106	145872.76678167828	221166.17862425564	180460.38710222355	206667.60989949026	184148.4921329368	220537.25058211456	239482.95205782753	206523.5787809772	226103.7841755114	208057.37339383515	212997.85820831996	158304.2812295451	249469.89385811987	183906.84135316807	156122.69932769702	PROT_003478
397867.60903434973	355796.014331975	298666.89635200455	462901.11814745533	629238.933370838	245006.93086228985	352232.61037803127	460642.4706603812	230267.59323646186	233658.84425080882	299885.28218735126	171504.2981625513	224801.6597993109	163097.3995931546	251330.59624627882	357876.96568871476	285316.7888319979	285018.9558362106	123446.58543525508	287465.7022677239	PROT_003479
198133.31623118438	221556.42569727678	186980.5627352453	105589.50467214288	145979.80633832316	182334.2800804528	311307.0466509134	126114.23735607637	290925.6962446759	249868.10446499867	548581.0155459918	248330.91415908042	324993.0352275512	243103.7161877955	155274.1815066298	316101.4908880957	222957.79940278182	356208.51385051024	415178.6730400313	306394.8030065031	PROT_003480
100266.51022379349	86828.56525380195	221224.80779538173	172687.405696122	65371.67811048746	177711.94041187712	79109.826948533	133531.6883348811	45708.10837795082		99266.25367073367	147562.7579773279	182537.11622751484	255773.26976853114		392939.0471234174	177874.4379415027	77156.08804922143	129747.24817147647	191554.78600077186	PROT_003481
297652.0565608595		204243.50481526606	438996.46352941176	214284.67225824436	283859.5544052084	376444.07127569075	163486.48691763773	174110.82969927302	220923.4478576929	214773.69748678352	144163.06552461014	96257.39142217684	157734.7392189756	84862.96784841568	174438.0340489362	146698.71341191165		271750.472321104	185174.88017455983	PROT_003482
155523.84665389667	96102.44408419865	245760.56561301879	164705.41217534416	181323.08942764706	183883.95334321202	246811.57108000325		483709.29576764617	218898.9322940761	370220.5933697097	627530.4691205746	357358.6937670038	557263.4007991627	362993.01908143266	392125.77179995086	466101.509254282	351666.13255584426	136292.17851589902	312168.4859496955	PROT_003483
200833.9083414402	198862.4827542049	216502.9100810947	261824.8930122295	157415.28054209828		93279.67555636966	264098.4139616192	263381.7827173482	364968.2658757235	409111.3925170319	490975.11750329315		217953.49541647144	540484.9313318148	625289.5398370388	228059.43980665668	338428.93671260215	591498.0597141724		PROT_003484
729744.6017810154	341783.3496896389	853285.5384308354	541071.0031419431		723958.2963660378	600045.0019166041	841214.5405084313	800136.6877779063	311267.7116774976	1249062.5223431243	697582.1182764753	1645842.8354876405	736655.0396274641	848243.9602149937	441162.5138420962	878250.3827354913	1057785.1176083297	717886.7198489185	789853.3013865044	PROT_003485
												195104.6957901255								PROT_003486
293287.73337377346	277109.52220814704	215153.62416914667	241598.5054817918	282670.1151428475	283420.3379271644	260752.3870925664	229465.77936478503	245329.357303211	261348.87369825516	250754.5737359787	251995.3463222386	227023.0030091758	248639.98115797486	208250.46096751458	197750.85105664755	269190.21975331515	224513.75750543654	263668.0894783226	227504.06862414384	PROT_003487
159848.4793488007	191628.93495772706	204022.6239068835	148251.12394805302	315775.1233996673	86746.17490630338	256375.73785170304	227536.13962523147	215424.81765180113	192868.09641516043		129344.71717369363	116185.78982513721	67802.53245962781	95149.52242094425	178696.67245547136	157763.8618853427	133260.1801046022	83660.66204263401	207583.23481216718	PROT_003488
299187.09877134766	292056.1924201088	520323.4812165617	446395.2184393307	328723.9342996415	241169.81537834427	156347.07956673892		274217.7669722471		184058.10669068134	389704.5398523145		236616.1662055373		174463.63577903478	183479.5989268396	130951.64313524528	223532.8688237967	96841.39574234746	PROT_003489
379593.56286121614	858683.7031496905	424807.7399889251		573244.8763073348	557471.2490993299	256685.7196101953	168945.20313508657	313848.66629309446	376632.2903312179	290316.0397388508	689993.5935232873	767325.3962693283	382994.54609682964	514809.01858547976	554099.6975892143	497114.55275259854	453244.39338656457	1136566.6138974335	1335396.1521221863	PROT_003490
																820590.5371758563				PROT_003491
460010.4550712704	177530.25917617252	195123.9093905736		244591.53714803353	270489.90504164976	14243.641174609033	30308.22956230747		75414.05016497266	46179.7833134635	110863.8555791146	30875.168979335893	36993.20011561915	37319.23994618466	68691.6168185032	71303.80153173568	25657.715519854744	1991.3302272852625	65688.35157442269	PROT_003492
							106160.18967347902			339289.11462327983			131906.20940890728							PROT_003493
430684.15894608543	289415.93973966624	263127.7118313229	341182.944504597	382322.3964846774	410514.993892114	475657.59909497533	380012.2360717737	443362.1155072357	378446.6330449828	340683.66194599593	302311.79068336723	323327.2132726014	492027.7638836942	360763.6284655803	421633.16676070547	321715.7438029733	397288.4517632881	274220.64766531123		PROT_003494
345291.2157838958	470108.8434970378	343724.8670449569	479542.80125220254	343924.4392288593	539125.851410476	342341.97213785414	428458.25225878094	310345.0014572084	567557.2642407143	170827.1569232177	83304.94966647713	95581.81873630035	101022.86308992168	114980.01839987462	123303.19057549846	123179.96855560211	151449.11034233714	138717.13611476746	107980.98039153955	PROT_003495
313414.7496536848	171046.48314595222	320360.3438522605	311947.9852546921	228149.0071587491	243515.5305912816	288919.46100470825	283346.58043101337	354029.945234241	297224.2603182934	87737.11489667125	101111.87698222381	105084.93069414247	93004.09211084018	141721.56815240474	150393.93362463266	84116.44238437735	103866.40959200906	121997.98233823576	81327.12884751872	PROT_003496
483292.87437322503	467840.83293202793	505166.86838987976	365870.7776171809	463612.9818488519	496343.80377402145	473666.23097456974	417748.337698211	498626.95592434116	463145.635404498	524643.6755054533	585358.9801530147	585808.8670130428	479863.080754254	478142.1329888269	454896.41890755226	513742.1961519556	476893.2489727055	504279.8876525856	436358.2764623467	PROT_003497
246565.82036172767	165769.5834474289		255972.4242034492	266607.06338611036	473340.7144905209	163774.76583251567	210794.21463003883	186911.59902758125	105691.1719252681	126526.55086597818	108428.2057825859	66169.47185065472	191828.6300828823	177229.7974077919		114061.6585259497	187613.28013260453		106781.52742126888	PROT_003498
261737.11365990283		290878.0186426593	283275.14184425573	274037.5690409307	398461.71185521083	300193.4624054692	296840.49326701154		263035.5511438952	321746.30744350166	244800.77423696878	292706.97761458624	241944.58047514074	225731.39268629588	287720.45102115604	219555.21578787683	269444.9431915432	216358.69714312942	224568.7313805826	PROT_003499
240384.57201650165	188338.44037712135	195888.47537439052	191671.11912644008	239702.69101375717	208706.92905412868	187804.7317418128	333981.7042767	166087.00617611193	259526.48727096143	829367.3739023284	672949.8905169871	483009.9744759486	751606.6914373882	963561.871264579	732568.9115767758	915572.2447703573	693317.8232578458	829860.0660634775	602793.8426399563	PROT_003500
255086.40727582606	233297.2950494932	194525.92152951754	262813.2891824178	203556.0386429294		199699.00604973815	199242.86560399726	238948.59019175498	201368.12034702813	312555.60674404335	310171.4437311038	368899.80422623653	285170.1658867346	247128.97630078817	307211.15841447894	321769.6229437414	319467.1413790427	308949.2504108078	258747.24046218742	PROT_003501
212619.81305574524	233703.29519122932	279495.4812520449	269746.32133999467	326868.67038929695	318423.8208100277	354740.0580480347	272268.123449001	337707.35805369716	294932.12306598236	95342.75664295894	69760.20493716457	93754.5349177168		87889.82061358738	88682.48880124319	73088.321872194	64321.0191671715	104155.55474711976	101850.30069875829	PROT_003502
258551.05248661712	329076.02676664107	361460.34186422604	299640.56402557547	349163.5357871558	338492.93723635306	385002.44967854815	351664.2135549865	269025.65369817935	314978.6456353141	341770.83201986965	324544.00879245956	261380.08582487924	278233.3194580131	254378.8711913542	285445.0751949136	382202.6693302586	297697.1868179623	304477.8445922487	338189.46574022213	PROT_003503
276014.90273029276	220134.81540597763	362172.9093201352	227749.59043464492	283558.2013437663	308206.2282461071	282871.5854455117	361226.8409497851	226099.27732258587	286772.41648343956	323130.1136464303	247945.91805873148	361884.4149920459	261888.2597152366	190847.7263784945	295042.6880454714	262000.46854020125	265817.9749667853	268802.82657855796	327936.256815067	PROT_003504
846323.5640446651	183570.27250021588	68504.66772645238	294210.5240461622	40620.158106898176	226169.0957204086				124233.7141670311	396788.07677947026	518803.29476360796	499163.44788146263	727718.2423548822		275061.47007472836	54522.60832954969	34158.190005498494	237235.77149702038	2458257.7654547305	PROT_003505
448455.92058747925	205326.24318096077	113006.0448524208	340064.37058640394	145874.47323992243	351415.4771970484	357243.9401682874	166368.0585296127	207014.84296334835		893332.767064018	379672.14438661124	327530.50284556346	468467.6146993926	228240.69486928836	330696.6927412903	599071.1482623408	523284.70348110195	393912.96964538866		PROT_003506
						287324.3303177682								519533.7291893569	201980.32275079587					PROT_003507
228847.05601080356	241657.38032606378	459263.29829972604	200445.71898076942	131452.77679272054	207231.01699771328	272000.6862967742	249478.45301447166	297365.4075799993	220355.79132866583		277187.9553197103	309514.8358727462	563360.1506578051	470086.0714536258	392577.38769016677	388153.1506605656	196238.69497653068	249507.8119159935	327186.1439866492	PROT_003508
118839.1848639537	109985.05005788401	48397.688471768866	134879.31387448282	120260.6575874463		100225.79416554059	129051.86983323508		186449.64935027034	135191.16197587003	214321.20351535504	197175.83891760834	224449.35195116574	220380.24849579163	791148.0669457451	216177.9129022391		139008.62390248795		PROT_003509
214905.63280115306	251450.7375699026	294031.2484932482	205253.0362244351	497113.0972326298	368990.43588822207	251701.45953011443	310899.8150722376		235495.53529574102	399903.10254089005	391560.21807535976	1011946.2242881422	378540.9263491987	595633.9567048996	513169.3975013992		383030.3192896526	588976.745460002	715006.0255800103	PROT_003510
218897.82723284306	103411.73984513564		138925.153382949		201446.2748739733	245860.44533880695	224098.71717376364		405984.2086556636	669686.0112479231	649743.9997258489		503889.3624276882	199413.21107719766	384022.3380062188	404777.6125143239	153760.9361925602	388571.9167443557	760962.1584250435	PROT_003511
	32507.078969109145	155770.52772211446		186802.03810455618	1028301.2578430906	53477.92856254481		87797.12813864651	53509.23959504323	272818.35169122985	198908.0070935969	12338.669278816193				127493.10448131502	19616.32008838698	295909.50785963284	296959.84895212104	PROT_003512
447926.8451203953	438182.0382799833	374229.6139897127	367178.43058104627	295437.1356919484	462389.70727683936		389142.6832075852	302142.7676870294	315766.115803133	176181.45368559464	153595.63061319722	120041.37356443061	167151.93273841924	127908.18646846968	172409.1044127778	134498.12147425234	112011.52872282726	143811.73486773836	117465.49142995747	PROT_003513
192100.7842611541	347593.8330860615	238724.29609834743	264069.0984368052	175187.1606186272	192397.34407438448	207512.14497522786	163941.58154929877	227590.80989701347	210481.29491040786	682054.6833200639	846377.3817820303	826704.7600180763	1051179.8431555803	801529.6711473137	871742.0138261764	1104813.4232074604	1039467.0249221264	532248.8592316707	887462.4144572336	PROT_003514
1190024.6384215532	147582.67146564854	94623.1016320263			188286.40239937304		88023.31278410893	106989.3902126058	1537209.1046050878	824041.730907788	673883.7774735651	655224.7807860941	1568906.0211551469	1259386.3694387276	451656.5007252032	283477.1130607156	923316.9877232207	693644.899265173	19498.05387316851	PROT_003515
194716.3048308649	432877.3895160882	192824.7852313771	645778.2908741641	112610.01999679199	265456.0105969789	215056.5819519891	523640.5662689843	383613.7244903705	321438.4456551772	222722.10803147822	620169.8107332189	417460.60099698673	445740.5856860284	272207.732768777	772777.584015684	666805.0685200203	1128989.292914277	973349.7390471994	377278.5015538863	PROT_003516
369671.72821620275	846915.0265930814	302099.5294363751	232398.2053422677	404659.71361528855	305054.22876823	329190.3726369453	173938.14453770823	341638.05863770156		642947.0385084234	902740.9921715759	363749.8126461326	268462.0729464167	900069.9078896854	452284.0607364555	534697.2708823658	697729.9754630142	357434.1215857655	693711.1664992357	PROT_003517
178130.80155515805		98465.61654323044	242514.87408953145	185688.44462927617	197912.47429819798	214381.91579095973	223093.13242086326	161602.18341308972	332071.40830157854	139664.90991997378	135905.8583576432	118523.39312945925	56767.83571216754		75660.67150706246	143251.3074153522	132534.06457358782	104984.00615241566	154602.00329913225	PROT_003518
83538.46406597926	68434.01207000371	134100.04424583993	205482.51278929494	601332.1329680269	108310.61700381077	612005.0451552283	705654.4024902052	74650.88089427371	164754.87553032377	714797.2407565186	34822.75374189722	774680.6365381486		193684.97367505523	226925.02641905757			646524.4376926017	288832.9720163129	PROT_003519
117029.64867799907	65048.495023621676		101049.43483404945	79458.39476361427	127591.87552459363	133098.7966451648	138133.49964231576	72180.25615225607		66664.29500898818	36062.336766586704	52644.56230745362	43573.65459872077	68521.03460195729		49959.17958293114	114788.74781179885	73895.42875015827		PROT_003520
	362570.6970034452	234496.78502675987	180108.08312259312	102818.71520431951	144155.23928322498	207307.03649822096	77692.34429235847	185717.33057839947	299230.20870653447	176436.10554908557	64451.97490212543	271582.5349659788	105872.66693435078	108197.41113372681	58001.610303645124	112159.69719368905	86292.46901032413	190929.97491406233	93301.21614608778	PROT_003521
114231.77903512695	127414.94442651604	125477.54604219191	66033.55401567109	222066.5957149973	107792.15808770648		83957.13866866885	109601.63490871525	208929.62395588149	261146.22805117953	174746.2448484606	200845.48034966193	103362.94567338747		166963.82774571946	190745.29158291416		448484.1023433504	195703.2801321498	PROT_003522
169920.51904211656	378177.8286046498	444263.1177859327	407608.5737633282	187106.93084816588		546593.0533878586	407500.1076053315	765453.6683353529	271776.70109975676	578960.4044060395	976495.377070189	420255.82311832573	328995.2353831872	688807.0530596274	623040.1537033448	434875.30478080176	986946.1686004401	1127522.1542075197	307117.01074421726	PROT_003523
205611.24200722415	258532.203062515	220662.53242300075	190226.34843204683	240802.47636494026	212666.3681178119	269627.0789174127	209241.76276322064	199277.62663697687	218537.2873195363	187806.59113716398	213341.87954934535	228183.11308546786	231468.32482977433	215774.79642068953	207699.05902090057	223195.60264175097	223329.3165408193	193386.00138803184	283289.3896715869	PROT_003524
462014.24684358767	196799.36879671708		218041.6676307939	165484.57582618383	298528.61541235744	312024.2115660231	219227.65892921697	366388.8169505039	224942.40645746546	326694.1354853936	458679.7304088919	230662.7645245373	482717.96275959496	383704.900234095	543676.0054986059	346861.75504308625	617046.5395917612	499036.82372243516	644185.1874588461	PROT_003525
297623.88165964215	148462.87008764886	326915.94195204426	320017.10506736516	280845.2307811524	223780.77649942876	423094.01080954383	343605.5808023207	148603.94277703046	217520.4293147566	506404.21576225816	309980.76316672814	1075465.42664988		564869.3487224404	410474.37292223086	537842.9872639246	531305.791017523	336212.64595406386	407336.2659996713	PROT_003526
223365.78096721528	161656.46244201492	259736.98975500782	368686.98915700056	290057.0528682204	289082.279334554	193912.0383917212	508120.80608162354		161565.09816108248	545763.0079619382	487129.6816531921	793500.5091090605	464765.070474191	202859.6033862245	542150.5371841976	560761.0619386679	953322.8113172771	362614.84191001626	416033.3411324651	PROT_003527
